customer_tenure_months,customer_age,gender,region,contract_type,payment_method,has_premium_plan,num_products_subscribed,has_online_support,has_loyalty_program,monthly_spend_eur,avg_monthly_data_gb,num_support_calls_last_6m,num_purchases_last_3m,days_since_last_purchase,return_rate_pct,promotion_response_rate,satisfaction_score,nps_score,churned
9,67,Female,South,One Year,Invoice,1,1,1,0,32.57,8.9,2,1,31,12.1,0.165,2.5,7,0
16,55,Male,West,One Year,Credit Card,0,1,1,0,36.39,3.8,1,4,7,2.6,0.453,3.5,5,0
7,51,Male,South,Month-to-Month,Credit Card,1,1,1,1,25.43,19.4,0,3,8,4,0.098,2.9,4,0
2,73,Male,West,Two Year,Bank Transfer,0,2,1,0,91.3,3.3,0,6,11,14,0.267,3.1,9,0
50,20,Female,South,One Year,Bank Transfer,1,1,0,0,39.52,6.1,0,4,77,18,0.267,3.8,5,0
24,24,Female,South,Month-to-Month,Bank Transfer,0,2,0,1,29.12,9.1,3,7,13,11.8,0.131,3.2,8,1
1,39,Male,East,One Year,Credit Card,0,4,0,1,41.15,22.1,2,1,34,1.4,0.252,4.3,4,0
11,37,Male,South,Month-to-Month,Credit Card,1,3,1,1,64.84,2.4,1,5,21,4.1,0.268,3.2,7,1
19,49,Male,Central,Month-to-Month,Digital Wallet,0,4,0,1,72.04,40.3,1,2,65,7.5,0.339,2.5,4,1
101,34,Male,West,One Year,Bank Transfer,1,1,1,1,103.2,6.4,1,3,20,2.3,0.273,3.6,7,0
2,69,Female,North,One Year,Credit Card,0,2,0,0,41.98,0.1,2,1,3,0.1,0.397,3.1,7,0
2,53,Female,West,Month-to-Month,Invoice,1,2,0,1,46.97,35.8,2,7,16,5,0.104,4.7,3,1
1,75,Female,Central,Month-to-Month,Bank Transfer,0,4,0,0,34.04,7.7,1,2,7,4.3,0.25,2.2,3,1
4,25,Male,South,One Year,Bank Transfer,1,1,1,1,29.35,7,0,4,17,6.8,0.494,2.6,5,0
7,32,Female,East,One Year,Invoice,1,1,0,1,34.23,19.6,1,6,3,0.9,0.44,4.4,6,0
2,36,Female,North,Month-to-Month,Digital Wallet,0,4,0,1,21.08,13.3,0,0,35,29,0.203,4.2,6,1
8,35,Female,East,One Year,Bank Transfer,0,3,1,1,31.98,4,0,3,50,9.7,0.449,5,,0
8,40,Female,North,Month-to-Month,Bank Transfer,0,2,1,0,58.95,17.6,0,4,2,3.4,0.264,3.7,5,0
3,46,Female,North,One Year,Bank Transfer,1,1,1,0,16.42,13.2,0,2,37,26.4,0.5,4.3,3,0
44,37,Male,North,One Year,Invoice,0,4,0,1,23,32.5,0,1,42,7.4,0.279,3.6,2,0
11,30,Female,North,Month-to-Month,Credit Card,0,1,0,1,10.83,1.1,1,6,4,22.9,0.242,3.2,6,0
7,69,Male,South,Month-to-Month,Bank Transfer,1,1,1,0,30.67,1.2,0,4,56,4.2,0.393,3.1,2,0
23,25,Female,South,Two Year,Digital Wallet,0,1,1,1,93.12,7.5,3,4,17,7.5,0.197,3.8,8,0
4,69,Male,West,Month-to-Month,Credit Card,0,2,0,1,78.2,20,0,3,1,0.8,0.091,2.8,9,1
7,51,Female,South,Month-to-Month,Digital Wallet,0,5,0,1,10.69,17.4,0,6,9,5.2,0.679,3.5,4,0
18,24,Male,South,Month-to-Month,Digital Wallet,1,1,1,0,212.59,13.4,0,3,13,22,0.159,2.6,4,1
2,41,Male,East,Month-to-Month,Invoice,1,1,1,1,25.31,6.2,1,5,43,1.5,0.254,4.4,4,1
32,73,Male,Central,One Year,Bank Transfer,0,1,1,1,32.89,33.1,0,4,16,8.4,0.348,4.1,2,0
9,54,Male,South,Month-to-Month,Credit Card,0,4,0,1,28.05,10.8,2,3,25,3,0.333,2.7,7,1
35,47,Male,West,One Year,Bank Transfer,0,1,1,0,37.55,3.5,1,3,3,6.2,0.446,2.9,2,0
41,34,Female,West,Month-to-Month,Credit Card,0,4,1,0,10.22,7.9,0,1,61,0,0.563,3.1,9,0
80,49,Female,East,One Year,Invoice,1,3,0,0,68.87,1.7,3,3,,6.3,0.526,4.3,6,0
26,77,Male,North,One Year,Credit Card,1,5,0,0,18.34,5.1,1,4,7,4.3,0.383,2.2,7,0
1,51,Male,South,Month-to-Month,Credit Card,0,4,1,1,57.1,2.3,0,1,29,0,0.189,3.5,7,0
15,32,Female,South,Two Year,Invoice,0,3,1,0,52.02,10.8,1,2,31,4.9,0.288,5,6,0
31,57,Male,West,Month-to-Month,Bank Transfer,0,5,0,0,31.16,15.1,1,2,4,3.3,0.339,4.2,5,0
46,20,Male,North,One Year,Credit Card,0,5,0,0,32.24,13.7,2,2,110,2.9,0.145,3.2,7,0
23,38,Female,North,One Year,Bank Transfer,0,1,0,1,29.6,3.3,0,2,2,0.4,0.159,4.7,4,0
12,28,Female,North,Month-to-Month,Bank Transfer,1,5,1,1,15.45,12,1,0,37,11.8,0.147,,6,1
31,55,Male,Central,Two Year,Invoice,1,1,0,0,31.46,4,2,3,39,0.7,0.021,4.2,3,0
29,57,Female,North,Month-to-Month,Credit Card,0,1,1,0,33.78,7.2,2,3,,13.5,0.646,4.1,7,0
56,42,Female,South,Two Year,Invoice,1,3,1,0,38.68,43.6,0,6,56,7.4,0.185,5,9,0
10,69,Male,South,Month-to-Month,Digital Wallet,0,4,0,1,22.99,2.9,0,4,0,4.1,0.075,2.4,9,0
23,24,Female,West,One Year,Bank Transfer,0,1,1,0,18.06,0.2,0,3,82,7.8,0.208,3,6,0
1,54,Male,North,Month-to-Month,Bank Transfer,0,5,1,0,85.83,3.2,6,3,14,0.3,0.036,5,3,1
1,79,Female,East,Month-to-Month,Bank Transfer,1,1,1,0,36.34,7.4,0,3,2,0.5,0.156,3.9,10,0
16,50,Male,North,One Year,Invoice,0,1,1,0,27.46,0.4,2,5,7,19.1,0.32,3,2,0
2,48,Female,Central,Month-to-Month,Invoice,1,2,1,0,19.03,6.4,0,3,5,0.8,0.233,5,0,1
16,36,Male,Central,Month-to-Month,Digital Wallet,0,2,0,0,14.75,1.6,0,3,4,0.9,0.421,3.6,,0
6,57,Male,East,Month-to-Month,Invoice,1,2,0,1,,0.4,2,2,60,2.8,0.095,4.3,7,1
26,75,Female,Central,Month-to-Month,Bank Transfer,0,2,1,0,119.42,11.9,0,7,67,9.3,0.209,3.6,3,1
6,27,Male,West,One Year,Bank Transfer,1,2,1,1,21.94,34.1,2,2,11,7.3,0.118,3.9,5,0
5,23,Male,East,One Year,Invoice,1,2,1,0,52.2,4,0,3,95,6.8,0.155,5,8,0
8,46,Female,South,Month-to-Month,Credit Card,1,1,0,1,25.08,2.2,0,1,8,1.2,0.311,4.6,1,0
57,75,Male,West,Month-to-Month,Credit Card,1,3,1,1,37.48,6.4,1,0,15,2.7,0.216,1.7,5,0
1,46,Female,Central,Month-to-Month,Credit Card,0,1,1,0,53.69,63.1,0,3,22,1.1,0.32,4,3,1
59,67,Male,North,One Year,Credit Card,0,1,0,1,,0.3,0,2,24,3.2,0.629,2.5,6,0
72,43,Male,Central,Month-to-Month,Digital Wallet,1,2,1,0,16.82,12.8,1,1,15,5.7,0.15,4,8,0
51,38,Female,West,One Year,Invoice,1,1,1,1,12.1,9,3,1,2,3.8,0.171,3.8,8,0
10,78,Male,North,Two Year,Invoice,0,2,0,1,43.77,5.9,0,2,40,5.2,0.488,4.3,4,0
116,63,Male,West,One Year,Digital Wallet,0,2,0,0,50.92,10.3,2,3,1,1.1,0.152,3.8,8,0
20,25,Male,East,One Year,Bank Transfer,0,3,1,0,32.4,6.2,0,6,3,8.8,0.311,3.2,4,0
16,27,Female,East,One Year,Credit Card,1,1,0,0,36.08,1.8,3,5,122,0.6,0.312,4.9,3,0
19,57,Male,West,Month-to-Month,Invoice,0,2,1,1,37.25,10.7,0,7,5,1.6,0.697,2.6,4,0
51,72,Male,North,Two Year,Digital Wallet,1,1,1,0,25.72,1.5,0,1,5,4.8,0.33,4.4,4,0
10,56,Male,Central,Month-to-Month,Credit Card,0,3,1,1,34.81,3.1,1,2,0,8.8,0.39,4.7,6,1
1,61,Female,North,Two Year,Credit Card,1,3,0,1,35.18,8.5,2,1,43,6.4,0.258,3.9,4,0
39,32,Female,Central,Month-to-Month,Credit Card,1,2,1,1,20.31,2.8,1,4,4,19.3,0.171,3.3,5,1
19,47,Female,North,One Year,Bank Transfer,1,4,0,1,51.9,1.9,0,3,10,16.9,0.364,4.9,5,0
8,69,Female,West,Two Year,Digital Wallet,0,3,1,0,77.73,4.8,0,1,3,41.4,0.202,3.8,3,0
13,78,Male,West,Two Year,Bank Transfer,1,4,0,1,9.36,1.4,2,3,51,6,0.109,3.6,7,0
34,69,Female,North,Month-to-Month,Bank Transfer,0,1,0,1,22.65,6.3,1,2,9,1.3,0.257,4.1,8,0
8,28,Male,West,Month-to-Month,Digital Wallet,0,2,1,1,36.52,11.8,1,5,4,7,0.064,3,10,0
84,66,Female,North,Month-to-Month,Invoice,0,3,1,1,36.67,2.5,1,2,16,2.9,0.014,3.7,4,0
10,46,Male,West,Two Year,Digital Wallet,0,1,1,0,36.06,29.7,2,6,10,17.4,0.544,4.7,4,0
7,64,Female,North,Month-to-Month,Credit Card,1,3,1,0,79.55,2.7,0,3,6,0.6,0.151,4.4,4,0
92,44,Female,North,One Year,Credit Card,1,5,1,1,76.08,19.1,1,6,17,3.1,0.112,4.5,7,0
11,53,Male,West,Month-to-Month,Bank Transfer,0,1,1,0,109.29,40.3,0,5,4,6,0.203,4.6,7,0
59,51,Female,North,One Year,Invoice,1,2,0,1,106.87,33.2,0,3,0,0.4,0.019,3.7,7,0
5,71,Female,Central,Month-to-Month,Digital Wallet,1,2,0,0,65.33,15.1,1,2,0,30.2,0.096,4.8,10,1
5,65,Female,South,Month-to-Month,Digital Wallet,0,4,1,1,102.31,16.5,0,6,11,2.6,0.167,4.2,5,1
41,28,Male,East,Month-to-Month,Credit Card,0,4,0,1,65.33,10.2,1,1,0,3.6,0.159,,8,0
8,58,Female,North,Month-to-Month,Digital Wallet,0,1,0,0,62.97,7.6,2,3,20,4,0.2,,5,1
10,73,Male,North,Month-to-Month,Digital Wallet,1,1,1,0,47.06,12.5,1,1,1,9.7,0.538,4.2,8,0
3,41,Male,West,One Year,Bank Transfer,0,2,1,0,43.64,6.8,2,6,14,1.3,0.134,4.5,9,0
50,42,Male,North,One Year,Bank Transfer,0,4,0,0,,7.5,3,2,7,22.2,0.395,3.8,9,0
49,78,Female,East,Month-to-Month,Credit Card,1,2,1,1,40.6,4.4,1,2,22,18.8,0.275,3.6,7,1
11,66,Female,North,One Year,Invoice,0,2,1,0,81.72,2.9,0,3,29,5.4,0.235,4.2,7,0
10,70,Female,South,One Year,Bank Transfer,0,2,0,0,66.19,9.3,1,1,11,0.2,0.105,2.2,6,0
37,57,Female,East,Month-to-Month,Credit Card,0,1,1,0,,16,2,4,19,3.1,0.236,3.8,5,1
81,62,Female,North,One Year,Credit Card,0,4,1,1,67.12,1.7,2,3,73,4.4,0.239,1.9,5,0
4,35,Female,East,Two Year,Invoice,0,1,1,1,12.61,15.2,0,1,86,21.1,0.121,2,5,0
6,20,Male,West,Month-to-Month,Digital Wallet,1,2,1,0,32.77,17.3,0,2,4,3.7,0.304,3.2,7,1
36,45,Male,West,Month-to-Month,Credit Card,1,3,0,1,29.01,20.8,1,4,5,1.9,0.273,4.4,8,0
18,66,Female,West,One Year,Credit Card,0,2,0,1,49.45,0.9,1,7,15,2.7,0.06,3.4,5,0
2,44,Male,North,Month-to-Month,Invoice,1,1,0,1,32.98,2.1,2,2,60,10.7,0.46,3.3,5,1
22,33,Female,Central,Month-to-Month,Digital Wallet,1,3,0,0,58.89,4.5,1,6,12,14.1,0.387,3,3,1
15,43,Female,North,Two Year,Invoice,1,2,1,1,34.9,20.4,1,5,62,10.8,0.43,2.4,5,0
98,77,Male,East,One Year,Digital Wallet,0,2,1,0,19.81,27,2,7,37,0.3,0.297,4,7,0
1,18,Female,Central,Two Year,Invoice,0,2,0,0,38.35,3.4,1,3,1,9.7,0.462,3.9,4,0
15,51,Male,North,Two Year,Credit Card,0,1,1,0,53.82,0.3,2,7,48,3.3,0.34,3.5,1,0
120,78,Female,North,Two Year,Digital Wallet,1,1,1,0,26.8,22.2,1,3,18,14,0.163,4.2,3,0
27,24,Female,Central,Month-to-Month,Bank Transfer,0,3,0,0,24.48,28,0,0,5,2.7,0.13,3.6,5,1
12,41,Male,West,Month-to-Month,Invoice,0,1,1,0,61.64,19.3,1,1,24,13.9,0.184,2.4,7,1
79,26,Male,North,One Year,Invoice,1,3,1,1,63.51,1.7,3,7,81,12.4,0.229,5,7,0
1,31,Female,East,One Year,Credit Card,0,1,1,1,33.46,12.7,2,5,3,6.6,0.044,3.5,,0
21,62,Female,North,Month-to-Month,Digital Wallet,0,2,1,0,34.3,1.8,0,3,42,6.6,0.336,3.3,5,0
9,39,Female,North,Two Year,Digital Wallet,1,1,1,1,94.99,2,0,3,26,0.5,0.443,2.9,7,0
31,27,Male,South,Month-to-Month,Digital Wallet,1,2,1,0,17.52,26.9,0,3,5,2.1,0.179,4.3,8,0
2,77,Male,West,Month-to-Month,Credit Card,1,3,0,0,18.63,9,1,3,18,7.6,0.393,,6,0
21,30,Male,South,Month-to-Month,Bank Transfer,0,2,0,1,41.37,29.8,1,7,6,5.6,0.073,3.6,7,0
34,53,Female,North,Month-to-Month,Bank Transfer,1,2,0,1,22.71,3.5,1,2,34,13.7,0.535,3.2,10,0
16,30,Male,South,Month-to-Month,Digital Wallet,0,2,0,1,32.88,7.3,0,5,,1.5,0.561,3.7,7,0
30,20,Female,South,One Year,Invoice,1,3,0,1,,18.8,0,1,6,3.7,0.439,2.5,3,0
14,21,Female,North,Month-to-Month,Digital Wallet,0,4,1,0,32.08,24.9,1,2,43,3.6,0.464,3.2,,1
7,19,Male,Central,Month-to-Month,Credit Card,0,2,1,0,58.06,1.9,0,1,3,3.9,0.567,2.8,5,0
21,57,Female,West,Month-to-Month,Digital Wallet,1,1,0,1,41.81,100,0,0,42,0.1,0.217,4.2,7,0
32,55,Male,East,Month-to-Month,Bank Transfer,0,1,1,1,31.18,20.8,0,0,52,6,0.233,1.8,2,0
26,48,Male,North,Month-to-Month,Credit Card,0,3,0,1,24.61,7.5,1,6,3,2.2,0.138,3.2,7,1
24,66,Male,South,Month-to-Month,Digital Wallet,1,1,1,0,37.96,10.5,1,2,11,8.8,0.283,4.5,3,0
8,61,Female,West,One Year,Digital Wallet,0,3,1,0,29.28,29,1,2,6,9.6,0.207,3.1,6,0
1,36,Male,West,One Year,Digital Wallet,1,5,1,0,57.99,16.9,3,1,0,3.5,0.334,4.3,8,0
24,53,Female,Central,Month-to-Month,Invoice,1,4,0,1,28.71,2.7,5,5,62,46.7,0.282,2.3,,1
5,34,Male,East,One Year,Credit Card,0,2,0,1,57.86,23.5,2,4,3,3.3,0.143,3.5,9,0
2,71,Male,South,Month-to-Month,Invoice,1,2,0,1,15.47,20.1,2,2,51,6.3,0.326,2.8,8,1
30,59,Male,Central,One Year,Digital Wallet,1,2,0,0,75.72,14.7,2,5,20,5.4,0.365,3.5,3,0
17,36,Male,South,Two Year,Bank Transfer,1,1,1,0,28.67,23.1,0,3,7,25.5,0.493,4.6,1,0
3,73,Male,North,Two Year,Invoice,0,3,1,0,46.24,2.5,0,5,43,6.4,0.196,3.5,4,0
44,55,Female,Central,Month-to-Month,Digital Wallet,1,1,1,0,25.47,10.7,2,6,81,7,0.1,3.2,8,0
26,67,Male,West,Month-to-Month,Credit Card,0,1,0,1,14.28,8.1,0,2,4,4.4,0.37,3.6,5,0
9,62,Male,East,Month-to-Month,Digital Wallet,0,4,0,0,31.53,13,0,4,7,14,0.027,2.9,6,1
25,69,Female,South,Month-to-Month,Credit Card,0,3,1,1,38.29,32.6,2,1,14,0.4,0.122,4.9,5,0
23,61,Male,North,Month-to-Month,Bank Transfer,0,1,0,0,52.08,0.4,1,3,24,0.9,0.229,4.6,4,0
120,49,Male,West,Month-to-Month,Credit Card,1,2,0,0,44.41,7.5,2,0,15,5.1,0.461,3.7,7,0
34,78,Female,South,Month-to-Month,Digital Wallet,0,3,0,1,27.18,6,2,3,62,2.7,0.58,2.3,7,1
24,78,Male,South,One Year,Credit Card,1,2,0,1,46.12,2.7,1,3,22,12.5,0.277,3.7,9,0
1,67,Female,West,Two Year,Digital Wallet,1,3,1,0,9.27,12.4,0,2,4,5.5,0.106,3.7,6,0
11,56,Female,South,Month-to-Month,Invoice,0,3,1,0,23.23,11.4,0,2,22,3.5,0.254,4.6,9,0
5,35,Female,East,Month-to-Month,Bank Transfer,1,4,0,0,25.25,0.3,0,5,1,17.7,0.031,3.7,3,0
12,41,Male,East,One Year,Invoice,0,1,0,0,55.13,2.2,2,3,119,15.2,0.368,4.4,7,0
1,20,Male,West,Month-to-Month,Digital Wallet,0,3,0,0,,46.2,0,3,26,24.3,0.403,3.1,,1
54,57,Female,Central,Month-to-Month,Digital Wallet,1,1,0,1,19.09,0.7,3,6,1,3.1,0.06,2.9,5,0
32,24,Male,West,Two Year,Invoice,1,3,0,1,44.1,21,1,1,17,21.2,0.391,2.9,7,0
1,25,Male,East,Month-to-Month,Bank Transfer,0,1,1,1,24.84,11.9,0,3,41,1.2,0.159,4,5,1
5,29,Female,West,Month-to-Month,Digital Wallet,0,2,0,1,43.65,16,1,7,19,8.8,0.48,3.5,4,1
17,66,Male,West,Two Year,Digital Wallet,0,4,1,1,109,27.8,0,8,17,11.6,0.095,3.1,3,0
4,57,Male,North,Month-to-Month,Bank Transfer,0,1,1,0,48.54,13.5,3,3,21,2.3,0.207,4.4,,1
22,20,Male,East,One Year,Digital Wallet,1,3,0,1,28.99,9.2,0,4,7,6.8,0.173,3.6,,0
5,41,Male,West,Two Year,Digital Wallet,1,1,1,0,12.09,0.3,1,2,24,2.1,0.287,3.5,3,0
56,74,Female,East,Month-to-Month,Bank Transfer,1,1,0,0,24.03,9.3,2,2,13,17.8,0.281,5,10,0
10,52,Female,South,One Year,Digital Wallet,0,2,1,0,19.21,0.8,2,0,4,9.2,0.423,2,5,1
20,55,Male,Central,One Year,Digital Wallet,1,1,1,0,22.17,14.3,3,2,44,7.1,0.557,4.5,7,0
9,37,Male,South,One Year,Bank Transfer,1,2,1,1,58.36,7.6,1,4,57,0.8,0.203,2.8,8,0
28,77,Male,South,Two Year,Credit Card,0,4,1,0,40.53,12.8,1,3,19,20,0.047,1.7,6,0
41,60,Male,South,Month-to-Month,Credit Card,1,1,1,1,17.86,13.2,1,1,54,8.3,0.427,2.4,3,0
1,23,Female,West,Two Year,Digital Wallet,0,2,1,1,40.4,10.9,2,1,6,10.1,0.489,3.5,5,0
8,41,Male,North,Month-to-Month,Digital Wallet,0,2,0,1,37.64,5.7,1,2,18,0.4,0.384,,10,0
10,20,Female,North,Two Year,Bank Transfer,0,1,0,0,52.95,4.7,1,3,67,17.3,0.173,3.8,10,0
19,29,Female,Central,One Year,Credit Card,0,3,1,1,29.38,29.9,0,6,34,2.7,0.466,3.2,7,0
23,45,Male,West,Month-to-Month,Credit Card,0,1,0,0,59.59,23.9,0,7,68,1.9,0.171,3.7,10,1
70,29,Male,North,Month-to-Month,Digital Wallet,0,1,1,0,26.34,1,0,0,15,3.7,0.264,4.4,4,0
6,29,Male,West,Month-to-Month,Bank Transfer,0,3,0,1,68.9,0.9,0,2,5,2.3,0.394,3.4,5,1
2,40,Female,West,Month-to-Month,Credit Card,1,2,1,0,33.88,2,0,3,16,10.8,0.402,2.8,6,1
9,70,Male,South,Two Year,Digital Wallet,1,1,0,1,27.26,3.1,2,3,37,16,0.078,2.8,4,0
2,66,Female,North,Month-to-Month,Digital Wallet,0,4,1,0,105.4,2.1,2,3,26,0.8,0.041,4.9,8,1
14,70,Female,East,Month-to-Month,Digital Wallet,1,3,1,1,24.97,52.9,5,1,9,2.1,0.274,3.7,6,1
42,22,Female,Central,Month-to-Month,Invoice,0,4,1,1,26.75,12.3,2,3,10,4.7,0.045,3.3,4,0
33,33,Female,North,One Year,Invoice,0,4,1,1,12.6,7.2,0,4,6,4,0.307,3.5,6,0
1,68,Male,West,Month-to-Month,Credit Card,1,2,0,0,23.65,4.9,1,5,8,6.2,0.308,3.5,5,1
9,27,Male,North,Month-to-Month,Credit Card,1,4,1,0,23.71,7.4,1,5,4,3,0.405,3.9,6,1
1,65,Male,Central,Month-to-Month,Bank Transfer,0,3,1,0,73.96,0.9,1,1,6,2.1,0.308,4.5,,1
74,58,Female,East,Month-to-Month,Invoice,1,4,1,1,100.32,1.2,0,3,39,0.8,0.439,4.7,,0
39,77,Male,East,One Year,Invoice,0,3,0,0,16.35,6.1,2,2,8,16.6,0.316,4.9,7,0
9,57,Male,Central,Month-to-Month,Bank Transfer,1,5,0,0,65.56,4,1,5,2,0,0.349,4,8,0
12,20,Male,South,Two Year,Digital Wallet,0,1,0,0,59.76,54,2,1,18,4.8,0.1,5,8,0
20,64,Female,South,Month-to-Month,Bank Transfer,0,4,1,1,28.43,6,5,2,26,15.5,0.345,2.6,7,1
91,48,Male,East,One Year,Digital Wallet,0,3,1,1,70.67,13.4,2,4,0,0.7,0.453,4.4,4,0
23,58,Female,South,Month-to-Month,Credit Card,1,1,0,1,28.7,2,1,3,27,31,0.413,3.4,10,1
18,70,Male,East,Month-to-Month,Digital Wallet,0,1,1,0,36.22,16.1,2,5,27,5,0.037,3.4,8,1
29,43,Male,North,One Year,Credit Card,1,1,1,0,83.67,0.3,1,3,51,15.6,0.464,3.6,5,0
64,51,Female,West,Month-to-Month,Credit Card,0,2,1,0,,15.5,1,4,9,3.5,0.291,3.6,2,0
17,20,Male,West,Month-to-Month,Invoice,1,3,0,0,26.64,17,4,2,8,1.1,0.113,5,5,0
11,40,Female,West,One Year,Digital Wallet,0,2,1,1,50.63,0.1,2,3,68,1.5,0.081,4.8,5,0
13,33,Female,Central,Two Year,Bank Transfer,0,3,0,0,15.12,24.7,1,2,20,15.7,0.318,2.1,,0
47,69,Male,North,One Year,Credit Card,0,1,1,1,32.84,0.9,1,7,6,0.7,0.235,5,4,0
85,39,Female,East,Month-to-Month,Digital Wallet,0,1,1,0,53.56,23.4,0,2,20,8.9,0.69,3.9,3,0
54,51,Female,West,Month-to-Month,Digital Wallet,0,4,1,0,51.8,11.3,1,5,,0.8,0.294,4.2,9,0
120,33,Female,South,Month-to-Month,Bank Transfer,1,3,1,1,29.7,36.6,0,5,8,7.4,0.437,2.4,7,0
29,49,Female,South,Month-to-Month,Credit Card,0,3,1,1,28.2,25.8,0,2,31,1.4,0.258,4,5,0
19,40,Female,North,Month-to-Month,Invoice,0,2,0,0,31.8,19.1,2,1,52,15.2,0.067,3.1,5,1
19,50,Male,East,Month-to-Month,Digital Wallet,0,1,1,0,48.94,25.3,0,4,27,3.1,0.288,2.1,2,1
6,71,Female,West,One Year,Credit Card,1,1,1,0,56.74,25.1,1,5,131,4,0.462,3.7,5,1
34,64,Female,Central,One Year,Invoice,0,2,1,0,22.37,1.1,2,3,57,18.4,0.252,2.6,6,0
3,67,Male,South,Month-to-Month,Bank Transfer,0,1,1,0,19.24,4.4,0,5,18,2,0.064,4.3,7,0
29,66,Female,North,One Year,Invoice,0,3,0,1,18.08,68.7,1,2,9,4.6,0.456,3.3,7,0
4,76,Female,North,Month-to-Month,Credit Card,0,2,1,1,69.92,45.1,1,6,21,6.8,0.254,1.7,8,1
21,67,Male,East,Month-to-Month,Digital Wallet,0,1,0,0,74.46,2.4,0,3,5,3.2,0.376,2.8,5,0
13,40,Female,Central,Two Year,Credit Card,0,2,1,0,100.1,30.2,0,0,,0.3,0.437,4.4,4,0
3,76,Male,North,Month-to-Month,Digital Wallet,0,1,1,0,42.56,5.8,2,1,20,17.7,0.324,4.3,8,1
13,79,Female,North,One Year,Credit Card,1,3,1,1,22.65,7.2,0,4,16,14.9,0.194,3.2,4,0
17,56,Male,North,Month-to-Month,Invoice,0,1,1,1,18.9,31.3,0,1,26,3.5,0.165,3.5,5,0
19,20,Male,South,One Year,Digital Wallet,1,5,1,1,42.35,11.7,1,4,12,6.3,0.1,4.6,4,0
17,79,Female,Central,Month-to-Month,Credit Card,1,3,1,0,33.51,8.4,0,4,5,3.9,0.086,3.9,3,0
39,73,Female,South,Month-to-Month,Bank Transfer,0,2,1,0,84.59,16.3,1,2,12,7.5,0.096,3.9,9,0
9,39,Male,Central,Two Year,Credit Card,1,1,1,0,30.26,27.7,1,5,35,0.9,0.621,3.2,4,0
12,61,Male,Central,One Year,Bank Transfer,0,3,1,1,20.61,22.8,1,5,7,8.7,0.434,3.8,6,0
1,68,Female,West,Two Year,Credit Card,1,2,0,1,45.8,14.1,2,6,18,3.4,0.279,4.5,7,0
9,22,Female,North,Month-to-Month,Bank Transfer,0,3,0,1,41.21,1.2,2,2,6,6.2,0.184,3.1,5,1
43,25,Female,East,Month-to-Month,Credit Card,0,2,0,0,24.7,15.4,2,3,21,10.9,0.578,3.8,3,1
2,59,Male,West,Two Year,Digital Wallet,0,1,1,1,45.16,13.3,1,3,27,1.9,0.301,3.8,3,0
20,78,Male,East,One Year,Credit Card,1,1,1,0,41.96,14,2,4,15,3.4,0.335,3.1,7,0
32,62,Female,West,Month-to-Month,Bank Transfer,0,5,0,1,55.63,64.9,2,1,15,13.1,0.154,2.6,4,1
13,65,Female,North,One Year,Credit Card,0,1,1,0,52.09,20.1,1,3,26,3.1,0.345,,4,0
19,23,Male,West,Two Year,Bank Transfer,0,1,1,1,121.32,11.6,2,2,6,5.1,0.217,5,10,0
9,39,Female,North,Two Year,Bank Transfer,0,2,0,0,43.62,21.7,1,4,,1.3,0.332,2.4,6,0
1,21,Female,East,Month-to-Month,Bank Transfer,0,3,0,0,34.63,2.3,1,2,6,12.2,0.621,3.4,4,1
35,59,Female,Central,Month-to-Month,Digital Wallet,0,2,1,0,32.06,3.8,1,2,26,8.9,0.213,3.2,6,0
1,59,Female,Central,Two Year,Digital Wallet,0,1,1,0,108.49,2.6,0,7,10,1,0.199,2.9,3,0
2,78,Male,North,Month-to-Month,Credit Card,1,4,1,0,70.52,13.1,1,5,12,1.2,0.1,4,8,0
1,54,Male,West,Two Year,Invoice,1,2,0,1,43.12,6.4,1,4,13,0.3,0.239,5,4,0
7,77,Female,East,Two Year,Invoice,1,4,0,1,44.41,0.2,0,7,71,5,0.405,2.7,10,0
54,49,Female,North,Month-to-Month,Invoice,0,2,1,1,77.55,26.5,4,2,26,4.3,0.332,4.6,6,0
23,71,Female,Central,Month-to-Month,Credit Card,1,2,1,1,34.16,21.5,2,4,11,1.5,0.298,,,0
3,25,Female,East,One Year,Credit Card,0,1,0,0,22.8,12.4,1,4,43,6.8,0.191,3.1,7,0
1,57,Female,East,Two Year,Credit Card,0,4,1,0,49.44,13.2,2,2,69,5.5,0.392,3.1,7,0
18,21,Male,West,One Year,Credit Card,0,2,1,0,28.72,8,0,6,6,5.2,0.323,3.6,5,0
28,37,Male,Central,Two Year,Digital Wallet,0,4,0,0,,41.8,1,4,0,14.5,0.427,4.9,5,0
21,79,Female,South,Month-to-Month,Bank Transfer,0,4,0,1,21.73,14.5,1,1,5,2.3,0.031,2.7,9,0
2,75,Female,West,Month-to-Month,Digital Wallet,0,3,0,1,47.91,17.9,0,0,,13,0.189,2,5,1
21,45,Female,East,Month-to-Month,Invoice,0,1,0,0,36.91,3,2,2,4,4.5,0.313,3.9,4,0
8,71,Male,West,One Year,Credit Card,0,3,0,0,26.6,8.8,2,1,28,18.9,0.115,3.9,8,0
1,63,Female,West,One Year,Invoice,1,2,0,0,59.83,3.1,1,0,40,1.1,0.142,5,6,0
7,61,Female,South,Month-to-Month,Invoice,1,1,0,0,45.79,5.6,1,3,18,6.8,0.326,,4,1
